,Molecule ID,Intensity (AU),X Coordinate,Y Coordinate,Time (s),Channel
0,Mol_1,336.2408528382616,5.893863550280082,19.994735017226454,3,641 nm
1,Mol_2,215.04279749623396,17.540045882833606,33.92875868735133,2,641 nm
2,Mol_3,134.0424343878925,6.618766487562953,17.098907913228853,4,488 nm
3,Mol_4,488.83140144924965,9.944967535615824,21.883511749137835,5,488 nm
4,Mol_5,355.1841918814759,5.496957232001613,32.441938077076195,2,641 nm
5,Mol_6,165.92986958376025,15.928105202325453,23.696527756349564,5,488 nm
6,Mol_7,197.7793279741933,11.769781587467705,16.864701654827062,1,488 nm
7,Mol_8,487.7481375246277,10.456910368604651,15.182419184966951,2,488 nm
8,Mol_9,478.8712184190025,11.525846032612296,25.41400581195333,1,641 nm
9,Mol_10,271.946385629351,17.50633807058935,17.672389349461135,2,488 nm
10,Mol_11,231.89866757739256,15.728342370266551,18.01803563675256,1,488 nm
11,Mol_12,302.5993240758593,5.05703701518175,31.92100513093044,5,488 nm
12,Mol_13,257.005728448749,15.692194540782658,16.20846309483206,5,641 nm
13,Mol_14,69.00654751247032,8.051608338969311,22.54001840822736,4,488 nm
14,Mol_15,95.92999525029724,5.205201249701704,15.056987437881896,1,488 nm
15,Mol_16,322.2704183401153,6.7894595201892445,26.57917876231347,3,641 nm
16,Mol_17,250.06794610337465,10.75177556613776,28.919527758619413,2,641 nm
17,Mol_18,138.83916636301774,12.899733527203978,23.162160933187312,2,641 nm
18,Mol_19,276.1814556345326,18.963070581722125,24.87823475871651,3,641 nm
19,Mol_20,472.2891217174225,11.433643972994547,21.54030820500143,2,488 nm
20,Mol_21,229.07048022231217,13.304385996331405,23.869874306094477,4,641 nm
21,Mol_22,56.33499801008045,12.830544785330614,26.29234219052191,4,641 nm
22,Mol_23,274.6059414987162,17.53215194076222,29.630587276892868,3,488 nm
23,Mol_24,164.96243896617756,11.660734555581136,22.752387085121786,4,488 nm
24,Mol_25,207.84876646174283,13.24985771155873,34.69323954349069,3,488 nm
25,Mol_26,56.56236710943213,11.30394546233362,29.084731443043616,1,488 nm
26,Mol_27,98.1744922991472,17.10731921569492,15.029921334296908,4,641 nm
27,Mol_28,112.05938754035265,10.006715018663044,34.143619038828035,5,641 nm
28,Mol_29,484.1607751461525,5.206216566826988,32.91597264254161,5,488 nm
29,Mol_30,99.83024289374836,9.27231886590788,19.77042712402984,2,641 nm
30,Mol_31,484.7923011164786,6.3474470940788725,18.824356416438675,1,641 nm
31,Mol_32,108.65460327687693,6.846232973376248,19.812799438387003,4,641 nm
32,Mol_33,65.06594153535205,7.559917002912059,17.133705939545422,4,641 nm
33,Mol_34,75.09685939867356,12.889019287176565,19.520197819854506,1,641 nm
34,Mol_35,392.5218195557524,14.82088878715863,29.28921551947706,1,641 nm
35,Mol_36,104.66706153185729,15.542495879712504,20.55039206451315,4,641 nm
36,Mol_37,56.46445152286113,12.24187517389882,16.11938878580623,5,641 nm
37,Mol_38,441.249268832085,12.39287763536446,23.00222976915073,2,488 nm
38,Mol_39,154.1463408638028,17.650020602662135,18.88818972589917,5,488 nm
39,Mol_40,314.27938341233465,14.76830318725959,24.347560244078856,5,641 nm
40,Mol_41,151.9078095733746,10.55685065998268,25.258550743390835,1,641 nm
41,Mol_42,290.48039191882634,14.895562621563762,30.047098647473547,2,641 nm
42,Mol_43,235.1405058111633,18.78252323928344,23.869093442919294,5,641 nm
43,Mol_44,115.37874700048022,6.503848769322545,33.51942678737605,2,488 nm
44,Mol_45,245.24309672335477,11.826408059008015,21.16301981094881,5,641 nm
45,Mol_46,344.02567819435507,10.049774392095586,32.266747934377285,2,641 nm
46,Mol_47,247.9826026319087,10.731557210295044,19.153259445169677,4,488 nm
47,Mol_48,417.6031035716724,13.59165083409303,21.966059649320652,2,641 nm
48,Mol_49,97.55153691608773,10.448893833686904,22.647200159159347,4,641 nm
49,Mol_50,239.46918296390123,12.371693416240085,34.14792821537071,4,488 nm
50,Mol_51,269.7586704181364,6.188351062520485,25.27932101935714,1,488 nm
51,Mol_52,300.256899189377,7.013731038310478,15.640483558353928,2,641 nm
52,Mol_53,295.2387685456982,12.3962405596535,17.586175684402086,4,641 nm
53,Mol_54,445.2354396214652,6.022233398936427,18.400304616905693,3,488 nm
54,Mol_55,234.67587005285156,11.270950341493828,27.113120949908428,5,641 nm
55,Mol_56,310.6933245409816,15.59096398923103,33.878044392680465,2,488 nm
56,Mol_57,53.06163514530832,14.215301009630398,32.13889689134025,5,488 nm
57,Mol_58,230.7950718896537,12.351330345211355,24.18160616504453,5,488 nm
58,Mol_59,486.7674385099661,6.411541365241924,34.14606420441849,5,641 nm
59,Mol_60,86.89014797101635,9.361647112871914,28.145966253148185,3,488 nm
60,Mol_61,251.753147117758,14.87272880710152,17.38729344121562,2,488 nm
61,Mol_62,363.9052566202831,8.641464180004004,26.49011452264377,3,488 nm
62,Mol_63,341.71132899255497,17.39588138585672,32.86750831266328,5,488 nm
63,Mol_64,242.7669388282669,19.95709090691437,20.491107631125807,4,641 nm
64,Mol_65,413.3323833592973,18.71970939750803,16.45727828455527,1,488 nm
65,Mol_66,385.03915882714585,19.8073378058439,27.0244746324724,1,488 nm
66,Mol_67,346.276560814308,12.98974634524012,22.859699440492584,4,641 nm
67,Mol_68,409.2327937665718,18.94720482201804,25.957203568621598,5,641 nm
68,Mol_69,140.79271186410642,11.543018930244203,26.94359502144932,4,641 nm
69,Mol_70,422.29496805568334,8.56333174555563,31.34993539257996,4,641 nm
70,Mol_71,354.7293343070791,8.182119287991423,27.69320138002735,3,488 nm
71,Mol_72,450.49526527820746,6.078436029660724,23.659978310185835,2,488 nm
72,Mol_73,242.4317785852256,5.75435034691409,27.394721166002064,4,641 nm
73,Mol_74,116.90149145337833,5.898531022682932,30.976533991743228,5,488 nm
74,Mol_75,287.4850231037718,5.977076623983718,30.55205335831521,2,641 nm
75,Mol_76,409.39355806638986,10.856423748218834,28.90013030642221,3,488 nm
76,Mol_77,456.8751203142449,17.876727524074468,19.415704242161283,2,488 nm
77,Mol_78,334.89782392548705,18.01308904944468,27.55116877978684,5,488 nm
78,Mol_79,273.84489958368454,10.6667325000006,18.504774635832053,1,488 nm
79,Mol_80,490.0206980799596,7.716660920403613,15.426612954332215,4,641 nm
80,Mol_81,223.06605624010976,19.03345367381053,19.795447398307644,1,488 nm
81,Mol_82,309.62795281775647,13.676653643973626,15.574762226065948,2,641 nm
82,Mol_83,357.0506237582848,13.79800723771753,27.064025400794904,3,488 nm
83,Mol_84,475.2659706852564,9.707235004822753,20.927462402981263,4,641 nm
84,Mol_85,392.79828214939874,15.68729358966023,23.897763384859267,5,641 nm
85,Mol_86,106.6291420699929,10.20286573137392,20.102600461147603,4,641 nm
86,Mol_87,93.0677825950311,10.427876063138232,34.517809930055606,4,641 nm
87,Mol_88,51.08376984998711,6.897892728212628,33.54573989643559,5,488 nm
88,Mol_89,488.1311008213746,11.631172234093723,32.14817908897221,1,488 nm
89,Mol_90,339.14895248019,17.119841220532493,24.41877785184282,5,641 nm
90,Mol_91,126.76992326924434,13.75270988817126,23.261117450336386,2,641 nm
91,Mol_92,341.17863634665053,10.235060897341125,31.842145839557915,4,641 nm
92,Mol_93,103.684452295802,15.537375486145248,17.592265609945965,1,641 nm
93,Mol_94,87.69108977543621,6.731687671097625,25.735477821319986,5,641 nm
94,Mol_95,444.4895403043337,12.111907965239284,34.29103898913007,1,488 nm
95,Mol_96,435.8152287170997,11.2521508612296,25.68948996179849,5,488 nm
96,Mol_97,340.7270189594009,5.637204532438084,28.41216734175356,3,641 nm
97,Mol_98,126.3612044558712,12.943943874245065,20.464203898914093,4,488 nm
98,Mol_99,146.79946781397075,8.074514777321697,25.744038451910523,3,488 nm
99,Mol_100,445.4579164603684,15.399211013940509,18.42039341320443,4,488 nm
